regulation_ID,iso2,year,legal_form
BE_3,BE,2017,Sole proprietorship
BE_3,BE,2018,Sole proprietorship
BE_3,BE,2019,Sole proprietorship
BE_3,BE,2020,Sole proprietorship
BE_3,BE,2021,Sole proprietorship
BE_3,BE,2022,Sole proprietorship
CZ_1,CZ,2010,Limited liability enterprise
CZ_1,CZ,2011,Limited liability enterprise
CZ_1,CZ,2012,Limited liability enterprise
CZ_1,CZ,2013,Limited liability enterprise
CZ_1,CZ,2014,Limited liability enterprise
CZ_1,CZ,2015,Limited liability enterprise
CZ_1,CZ,2016,Limited liability enterprise
CZ_1,CZ,2017,Limited liability enterprise
CZ_1,CZ,2018,Limited liability enterprise
CZ_1,CZ,2019,Limited liability enterprise
CZ_1,CZ,2020,Limited liability enterprise
CZ_1,CZ,2021,Limited liability enterprise
CZ_1,CZ,2022,Limited liability enterprise
CZ_2,CZ,2010,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2011,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2012,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2013,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2014,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2015,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2016,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2017,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2018,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2019,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2020,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2021,"Partnership, co-operatives, associations, etc."
CZ_2,CZ,2022,"Partnership, co-operatives, associations, etc."
CZ_3,CZ,2010,Sole proprietorship
CZ_3,CZ,2011,Sole proprietorship
CZ_3,CZ,2012,Sole proprietorship
CZ_3,CZ,2013,Sole proprietorship
CZ_3,CZ,2014,Sole proprietorship
CZ_3,CZ,2015,Sole proprietorship
CZ_3,CZ,2016,Sole proprietorship
CZ_3,CZ,2017,Sole proprietorship
CZ_3,CZ,2018,Sole proprietorship
CZ_3,CZ,2019,Sole proprietorship
CZ_3,CZ,2020,Sole proprietorship
CZ_3,CZ,2021,Sole proprietorship
CZ_3,CZ,2022,Sole proprietorship
DK_1,DK,2010,Limited liability enterprise
DK_1,DK,2011,Limited liability enterprise
DK_1,DK,2012,Limited liability enterprise
DK_1,DK,2013,Limited liability enterprise
DK_1,DK,2014,Limited liability enterprise
DK_1,DK,2015,Limited liability enterprise
DK_1,DK,2016,Limited liability enterprise
DK_1,DK,2017,Limited liability enterprise
DK_1,DK,2018,Limited liability enterprise
DK_1,DK,2019,Limited liability enterprise
DK_1,DK,2020,Limited liability enterprise
DK_1,DK,2021,Limited liability enterprise
DK_1,DK,2022,Limited liability enterprise
DK_2,DK,2010,"Partnership, co-operatives, associations, etc."
DK_2,DK,2011,"Partnership, co-operatives, associations, etc."
DK_2,DK,2012,"Partnership, co-operatives, associations, etc."
DK_2,DK,2013,"Partnership, co-operatives, associations, etc."
DK_2,DK,2014,"Partnership, co-operatives, associations, etc."
DK_2,DK,2015,"Partnership, co-operatives, associations, etc."
DK_2,DK,2016,"Partnership, co-operatives, associations, etc."
DK_2,DK,2017,"Partnership, co-operatives, associations, etc."
DK_2,DK,2018,"Partnership, co-operatives, associations, etc."
DK_2,DK,2019,"Partnership, co-operatives, associations, etc."
DK_2,DK,2020,"Partnership, co-operatives, associations, etc."
DK_2,DK,2021,"Partnership, co-operatives, associations, etc."
DK_2,DK,2022,"Partnership, co-operatives, associations, etc."
DK_3,DK,2010,Sole proprietorship
DK_3,DK,2011,Sole proprietorship
DK_3,DK,2012,Sole proprietorship
DK_3,DK,2013,Sole proprietorship
DK_3,DK,2014,Sole proprietorship
DK_3,DK,2015,Sole proprietorship
DK_3,DK,2016,Sole proprietorship
DK_3,DK,2017,Sole proprietorship
DK_3,DK,2018,Sole proprietorship
DK_3,DK,2019,Sole proprietorship
DK_3,DK,2020,Sole proprietorship
DK_3,DK,2021,Sole proprietorship
DK_3,DK,2022,Sole proprietorship
EE_1,EE,2010,Limited liability enterprise
EE_1,EE,2011,Limited liability enterprise
EE_1,EE,2012,Limited liability enterprise
EE_1,EE,2013,Limited liability enterprise
EE_1,EE,2014,Limited liability enterprise
EE_1,EE,2015,Limited liability enterprise
EE_1,EE,2016,Limited liability enterprise
EE_1,EE,2017,Limited liability enterprise
EE_1,EE,2018,Limited liability enterprise
EE_1,EE,2019,Limited liability enterprise
EE_1,EE,2020,Limited liability enterprise
EE_1,EE,2021,Limited liability enterprise
EE_1,EE,2022,Limited liability enterprise
EE_2,EE,2010,"Partnership, co-operatives, associations, etc."
EE_2,EE,2011,"Partnership, co-operatives, associations, etc."
EE_2,EE,2012,"Partnership, co-operatives, associations, etc."
EE_2,EE,2013,"Partnership, co-operatives, associations, etc."
EE_2,EE,2014,"Partnership, co-operatives, associations, etc."
EE_2,EE,2015,"Partnership, co-operatives, associations, etc."
EE_2,EE,2016,"Partnership, co-operatives, associations, etc."
EE_2,EE,2017,"Partnership, co-operatives, associations, etc."
EE_2,EE,2018,"Partnership, co-operatives, associations, etc."
EE_2,EE,2019,"Partnership, co-operatives, associations, etc."
EE_2,EE,2020,"Partnership, co-operatives, associations, etc."
EE_2,EE,2021,"Partnership, co-operatives, associations, etc."
EE_2,EE,2022,"Partnership, co-operatives, associations, etc."
EE_3,EE,2010,"Partnership, co-operatives, associations, etc."
EE_3,EE,2011,"Partnership, co-operatives, associations, etc."
EE_3,EE,2012,"Partnership, co-operatives, associations, etc."
EE_3,EE,2013,"Partnership, co-operatives, associations, etc."
EE_3,EE,2014,"Partnership, co-operatives, associations, etc."
EE_3,EE,2015,"Partnership, co-operatives, associations, etc."
EE_3,EE,2016,"Partnership, co-operatives, associations, etc."
EE_3,EE,2017,"Partnership, co-operatives, associations, etc."
EE_3,EE,2018,"Partnership, co-operatives, associations, etc."
EE_3,EE,2019,"Partnership, co-operatives, associations, etc."
EE_3,EE,2020,"Partnership, co-operatives, associations, etc."
EE_3,EE,2021,"Partnership, co-operatives, associations, etc."
EE_3,EE,2022,"Partnership, co-operatives, associations, etc."
EE_4,EE,2010,Sole proprietorship
EE_4,EE,2011,Sole proprietorship
EE_4,EE,2012,Sole proprietorship
EE_4,EE,2013,Sole proprietorship
EE_4,EE,2014,Sole proprietorship
EE_4,EE,2015,Sole proprietorship
EE_4,EE,2016,Sole proprietorship
EE_4,EE,2017,Sole proprietorship
EE_4,EE,2018,Sole proprietorship
EE_4,EE,2019,Sole proprietorship
EE_4,EE,2020,Sole proprietorship
EE_4,EE,2021,Sole proprietorship
EE_4,EE,2022,Sole proprietorship
FR_1,FR,2010,Limited liability enterprise
FR_1,FR,2011,Limited liability enterprise
FR_1,FR,2012,Limited liability enterprise
FR_1,FR,2013,Limited liability enterprise
FR_2,FR,2014,Limited liability enterprise
FR_2,FR,2015,Limited liability enterprise
FR_2,FR,2016,Limited liability enterprise
FR_2,FR,2017,Limited liability enterprise
FR_2,FR,2018,Limited liability enterprise
FR_2,FR,2019,Limited liability enterprise
FR_2,FR,2020,Limited liability enterprise
FR_2,FR,2021,Limited liability enterprise
FR_2,FR,2022,Limited liability enterprise
FR_3,FR,2010,"Partnership, co-operatives, associations, etc."
FR_3,FR,2011,"Partnership, co-operatives, associations, etc."
FR_3,FR,2012,"Partnership, co-operatives, associations, etc."
FR_3,FR,2013,"Partnership, co-operatives, associations, etc."
FR_4,FR,2014,"Partnership, co-operatives, associations, etc."
FR_4,FR,2015,"Partnership, co-operatives, associations, etc."
FR_4,FR,2016,"Partnership, co-operatives, associations, etc."
FR_4,FR,2017,"Partnership, co-operatives, associations, etc."
FR_4,FR,2018,"Partnership, co-operatives, associations, etc."
FR_4,FR,2019,"Partnership, co-operatives, associations, etc."
FR_4,FR,2020,"Partnership, co-operatives, associations, etc."
FR_4,FR,2021,"Partnership, co-operatives, associations, etc."
FR_4,FR,2022,"Partnership, co-operatives, associations, etc."
FR_5,FR,2010,Sole proprietorship
FR_5,FR,2011,Sole proprietorship
FR_5,FR,2012,Sole proprietorship
FR_5,FR,2013,Sole proprietorship
FR_5,FR,2014,Sole proprietorship
FR_5,FR,2015,Sole proprietorship
FR_5,FR,2016,Sole proprietorship
FR_5,FR,2017,Sole proprietorship
FR_5,FR,2018,Sole proprietorship
FR_5,FR,2019,Sole proprietorship
FR_5,FR,2020,Sole proprietorship
FR_5,FR,2021,Sole proprietorship
FR_5,FR,2022,Sole proprietorship
